"teamName","scoreHome","scoreAway","completions","throwingAttempts","hucksCompleted","hucksAttempted","blocks","turnovers","oLineScores","oLinePoints","oLinePossessions","dLineScores","dLinePoints","dLinePossessions","redZoneScores","redZonePossessions","gameID","teamID"
"Union",18,9,211,256,NA,NA,21,45,9,11,26,9,20,39,NA,NA,"2014-05-03-DET-CHI","union"
"Phoenix",22,30,286,320,NA,NA,9,34,18,30,39,2,22,16,NA,NA,"2014-05-03-DC-PHI","phoenix"
"Breeze",22,30,293,319,NA,NA,14,26,19,24,38,11,32,20,NA,NA,"2014-05-03-DC-PHI","breeze"
"Mechanix",25,13,267,303,NA,NA,17,36,9,27,43,4,15,8,NA,NA,"2014-05-02-DET-CIN","mechanix"
"Revolution",25,13,185,208,NA,NA,18,23,11,15,19,14,27,31,NA,NA,"2014-05-02-DET-CIN","revolution"
"Riptide",20,29,234,268,NA,NA,13,34,16,31,43,4,22,13,NA,NA,"2014-04-27-SF-VAN","riptide"
"FlameThrowers",20,29,253,275,NA,NA,16,22,16,22,28,13,31,27,NA,NA,"2014-04-27-SF-VAN","flamethrowers"
"Breeze",30,22,276,295,NA,NA,18,19,19,24,30,11,32,22,NA,NA,"2014-04-27-ROC-DC","breeze"
"Dragons",30,22,244,272,NA,NA,11,28,19,32,42,3,24,10,NA,NA,"2014-04-27-ROC-DC","dragons"
"Spiders",20,31,218,242,NA,NA,17,24,16,22,34,15,33,21,NA,NA,"2014-04-26-SJ-SLC","spiders"
"Lions",20,31,344,377,NA,NA,11,33,16,33,39,4,22,18,NA,NA,"2014-04-26-SJ-SLC","lions"
"Cascades",13,17,286,320,NA,NA,15,34,7,19,30,6,15,17,NA,NA,"2014-04-26-SF-SEA","cascades"
"FlameThrowers",13,17,241,270,NA,NA,14,29,7,15,25,10,19,23,NA,NA,"2014-04-26-SF-SEA","flamethrowers"
"Dragons",27,8,203,248,NA,NA,13,45,8,29,46,0,10,8,NA,NA,"2014-04-26-ROC-NY","dragons"
"Empire",27,8,229,254,NA,NA,20,25,9,10,17,18,29,38,NA,NA,"2014-04-26-ROC-NY","empire"
"AlleyCats",16,22,251,288,NA,NA,17,37,13,18,30,9,24,32,NA,NA,"2014-04-26-IND-DET","alleycats"
"Mechanix",16,22,219,260,NA,NA,21,41,12,24,44,4,18,17,NA,NA,"2014-04-26-IND-DET","mechanix"
